wallet_id,cluster_id
113sZkjaeAMrsbvhMXZsDfnub3,-1
1171czicykuTYfYtHHYU6eEVbt,-1
117CZmgXpLwmGBMk5BCNzWA1jX,-1
1182Whs8pwEtgTT3NPcthE1hDm,-1
118J4iu3qhmPuAuVb52QMiaj33,-1
119riRptaGcYcg3yEpLhPy4BfM,-1
11AvPVcY3kputf3gMg4AkWpfd1,-1
11BGP53AtQzitNPw48gyoFNKNs,-1
11CEYKEcyhYGKM4MB8fK1Mh1HX,-1
11EiYyv6Wth4QcpyTuQsn4ugJa,-1
11F8MbJRLFqfsHJzvq9c2mMHk2,-1
11FTpqytsbd3t1xoGu4549VCK3,-1
11HQJH52R7USHeW12kbKKspNc2,-1
11KWatYkqScboSyaWiaPsfdnvp,-1
11Ku8mmLQ3NjpREqDX3UfNi7w5,-1
11MpqhjyVXzj9P1K3CNmutpbig,-1
11NuDkj5Fy7tvvjBoB3TZ7uMMc,-1
11Ps4cP1j6nGkJXhJnBfmSFsTH,-1
11U5kmcQm3TyfBfubWskFiaUsk,-1
11URMbKZKGwnqtsdF2q1JU4Fmt,-1
11USSKzUmQ7vZJXZsZYnzigWac,-1
11UWB4syv4pWaKET8yKAKJCUr1,-1
11V8AyVdnpmW7VUEpM1TxsqKCm,-1
11aFbUccazhd8XakjiYsg5Q2Qt,-1
11deBjpybzJMx9J4DBn75PmFxN,-1
11eAHpTKE2Z8F9ACPWQ2H59BTS,-1
11f1g8PDZuhxT2Cb9S9PHsB3H5,-1
11fqAzy97SceWKNtDuW8KVGvA3,-1
11iBZwXwYxB5qYMGNJ4ZFciRSu,-1
11isgHKn6UL9Dn7RPJzuK8pDWC,-1
11m7iehqp6WRxNvyEuqCKwLaGH,-1
11mM6HimG8wRK6s5fgw6mDUQTL,-1
11o1aw2MZbtefx1NwiZ3b8J2DE,-1
11rDLfa9JtSycfhskTXi38SQRB,-1
11raLN3mWivvcR2KGQTqyU3Nz3,-1
11s7bpuNwn6D9XqdzVuBLNXAG4,-1
11uxrD1AsZNEBzuWCXqRUectiF,-1
