wallet_id,cluster_id
1182Whs8pwEtgTT3NPcthE1hDm,-1
11EiYyv6Wth4QcpyTuQsn4ugJa,-1
11iBZwXwYxB5qYMGNJ4ZFciRSu,-1
12AwfksV395GriQQRd3fAkVQQV,-1
12CWeznzDyW6HMminsBno868nV,-1
13D2oeGYR5sbiLYbvtV23N4Nso,-1
13FzwaTmzQWp6e7Z9huS5ed4Uj,-1
13jPxMxXWxbJcV9mbCefWhphyd,-1
13wXFDuWPLusxFF2jDSNJx5rJP,-1
14Aqmj76jPtbTqeFc4vRuaTbkx,-1
14QvK5ixw6gfZRWecspz3VtdiD,-1
14ZkQy48RQWg3QQCicn5cnrE9N,-1
14r6idFbpow3CTyvC3vSsYCpxK,-1
14rNPyuUTx8xrFpiwf1hrhR4La,-1
14xjE8GhUM1BsJe8SsG13esmXm,-1
15NfrgfSrM2hJsVYFPcRUCkejR,-1
15i2AoyYjU969itTxWzsmfUgCW,-1
15jNgMjw8ozLZLjTMSmKc9DTjR,-1
15yXc42rSaq67HgA6iyRLFGpKV,-1
176MjKLVfnUBmVPV3oxPgUJhs4,-1
177jUPUTWxo4kii74SoNtx7GDD,-1
17DoeYNP9jiG7Kg5zDMYVNgjLm,-1
17Gyb9RWQjpmbTepoAyTi7vYgT,-1
1814vrF9DuSQkhi6eeHu525Dzi,-1
18JAqTBmQcBVGe397swhgRrB2y,-1
18a7gQxqbZFWrhjEJ4D8sAkwXY,-1
18hWgVJmgYDM2A4b2C7KJ9nVo1,-1
19C2qggJfdgFfFFk2P6mrX9Zwf,-1
19Hz3YnVcKbmYDdCbPMoWJxvfx,-1
1A1T2FbPhvmy1N1qjRwpoL7EaG,-1
1A9HQyeGFHtL6dSdEo5oMsXCYu,-1
1ARnshApRMQ761LVQqJ796CUVc,-1
1AtpAXt1CTY9zwhaboMsYLHcwd,-1
1BCvmrgtzBoV3TQkoGVgKqpsVF,-1
1BDF3Tq1JTFpjDqE5CVxgYmMxW,-1
1BSkZzynrLm8hKQgFF9XAWpfQT,-1
1D1gqH1WYwYbt1fyYGEejXWTV6,-1
1DA23GXgwr5WTyhdDnmRYSGAim,-1
1DTmcoobHjKLG74SdcvYA4Q1U6,-1
1DfZpy9x5JrswTNsZJu1KoLvee,-1
1DrHvaDPnTKB3cYEmXNG11j68v,-1
1EkyMLdskLUnP6e1gZSw9wK4Qz,-1
1Er9qHKM81YpUC9RbnFZcvjtP5,-1
1Fv1q2LWkobUbRuFGWPAJDyoq8,-1
